Gender,Sector,Age,Vacc Period,Epi Day,Cohort,N_person,Rate_per_1K
female,ultra-Orthodox Jews,80+,FebB,14/08/2021,12+,6,0
male,General Jewish,60-69,JanB,14/08/2021,2nd,28760,0.45201669
male,General Jewish,60-69,JanB,14/08/2021,12+,16357,0.061135905
male,General Jewish,60-69,FebA,14/08/2021,2nd,30790,0.324780773
male,General Jewish,60-69,FebA,14/08/2021,12+,2452,0
male,General Jewish,60-69,FebB,14/08/2021,2nd,8596,0.232666356
male,General Jewish,60-69,FebB,14/08/2021,12+,183,0
male,General Jewish,70-79,JanB,14/08/2021,2nd,17185,0.465522258
male,General Jewish,70-79,JanB,14/08/2021,12+,17384,0.11504832
male,General Jewish,70-79,FebA,14/08/2021,2nd,15552,0.257201646
male,General Jewish,70-79,FebA,14/08/2021,12+,2074,0
male,General Jewish,70-79,FebB,14/08/2021,2nd,3642,0
male,General Jewish,70-79,FebB,14/08/2021,12+,128,0
male,General Jewish,80+,JanB,14/08/2021,2nd,9209,1.085894234
male,General Jewish,80+,JanB,14/08/2021,12+,7321,0
male,General Jewish,80+,FebA,14/08/2021,2nd,9471,0.633512829
male,General Jewish,80+,FebA,14/08/2021,12+,1052,0
male,General Jewish,80+,FebB,14/08/2021,2nd,2037,0
male,General Jewish,80+,FebB,14/08/2021,12+,67,0
male,Arab,60-69,JanB,14/08/2021,2nd,3351,0.298418383
male,Arab,60-69,JanB,14/08/2021,12+,688,0
male,Arab,60-69,FebA,14/08/2021,2nd,6334,0
male,Arab,60-69,FebA,14/08/2021,12+,237,0
male,Arab,60-69,FebB,14/08/2021,2nd,2891,0
male,Arab,60-69,FebB,14/08/2021,12+,27,0
male,Arab,70-79,JanB,14/08/2021,2nd,1385,0
male,Arab,70-79,JanB,14/08/2021,12+,455,0
male,Arab,70-79,FebA,14/08/2021,2nd,2848,0.351123596
male,Arab,70-79,FebA,14/08/2021,12+,146,0
male,Arab,70-79,FebB,14/08/2021,2nd,1087,0
male,Arab,70-79,FebB,14/08/2021,12+,19,0
male,Arab,80+,JanB,14/08/2021,2nd,606,0
male,Arab,80+,JanB,14/08/2021,12+,129,0
male,Arab,80+,FebA,14/08/2021,2nd,1136,0
male,Arab,80+,FebA,14/08/2021,12+,49,0
male,Arab,80+,FebB,14/08/2021,2nd,377,0
male,Arab,80+,FebB,14/08/2021,12+,<5,0
male,ultra-Orthodox Jews,60-69,JanB,14/08/2021,2nd,1683,0
male,ultra-Orthodox Jews,60-69,JanB,14/08/2021,12+,546,0
male,ultra-Orthodox Jews,60-69,FebA,14/08/2021,2nd,1755,0
male,ultra-Orthodox Jews,60-69,FebA,14/08/2021,12+,115,0
male,ultra-Orthodox Jews,60-69,FebB,14/08/2021,2nd,635,0
male,ultra-Orthodox Jews,60-69,FebB,14/08/2021,12+,9,0
male,ultra-Orthodox Jews,70-79,JanB,14/08/2021,2nd,989,0
male,ultra-Orthodox Jews,70-79,JanB,14/08/2021,12+,569,0
male,ultra-Orthodox Jews,70-79,FebA,14/08/2021,2nd,959,1.042752868
male,ultra-Orthodox Jews,70-79,FebA,14/08/2021,12+,100,0
male,ultra-Orthodox Jews,70-79,FebB,14/08/2021,2nd,263,0
male,ultra-Orthodox Jews,70-79,FebB,14/08/2021,12+,<5,0
male,ultra-Orthodox Jews,80+,JanB,14/08/2021,2nd,497,0
male,ultra-Orthodox Jews,80+,JanB,14/08/2021,12+,223,0
male,ultra-Orthodox Jews,80+,FebA,14/08/2021,2nd,537,0
male,ultra-Orthodox Jews,80+,FebA,14/08/2021,12+,37,0
male,ultra-Orthodox Jews,80+,FebB,14/08/2021,2nd,122,0
male,ultra-Orthodox Jews,80+,FebB,14/08/2021,12+,<5,0
female,General Jewish,60-69,JanB,15/08/2021,2nd,31103,1.575410732
female,General Jewish,60-69,JanB,15/08/2021,12+,24088,0.249086682
female,General Jewish,60-69,FebA,15/08/2021,2nd,36029,1.443281801
female,General Jewish,60-69,FebA,15/08/2021,12+,4420,0.226244344
female,General Jewish,60-69,FebB,15/08/2021,2nd,10591,1.510716646
female,General Jewish,60-69,FebB,15/08/2021,12+,319,0
female,General Jewish,70-79,JanB,15/08/2021,2nd,18682,1.552296328
female,General Jewish,70-79,JanB,15/08/2021,12+,26941,0
female,General Jewish,70-79,FebA,15/08/2021,2nd,20665,0.967819985
female,General Jewish,70-79,FebA,15/08/2021,12+,4505,0
female,General Jewish,70-79,FebB,15/08/2021,2nd,5387,0.742528309
female,General Jewish,70-79,FebB,15/08/2021,12+,286,0
female,General Jewish,80+,JanB,15/08/2021,2nd,12593,1.667593107
female,General Jewish,80+,JanB,15/08/2021,12+,14455,0.138360429
female,General Jewish,80+,FebA,15/08/2021,2nd,14502,1.172252103
female,General Jewish,80+,FebA,15/08/2021,12+,2689,0
female,General Jewish,80+,FebB,15/08/2021,2nd,3513,0.853970965
female,General Jewish,80+,FebB,15/08/2021,12+,179,0
female,Arab,60-69,JanB,15/08/2021,2nd,2724,0.367107195
female,Arab,60-69,JanB,15/08/2021,12+,598,0
female,Arab,60-69,FebA,15/08/2021,2nd,6960,0.287356322
female,Arab,60-69,FebA,15/08/2021,12+,241,0
female,Arab,60-69,FebB,15/08/2021,2nd,3144,0
female,Arab,60-69,FebB,15/08/2021,12+,54,0
female,Arab,70-79,JanB,15/08/2021,2nd,1440,0.694444444
female,Arab,70-79,JanB,15/08/2021,12+,377,0
female,Arab,70-79,FebA,15/08/2021,2nd,3682,0.271591526
female,Arab,70-79,FebA,15/08/2021,12+,169,0
female,Arab,70-79,FebB,15/08/2021,2nd,1525,0
female,Arab,70-79,FebB,15/08/2021,12+,16,0
female,Arab,80+,JanB,15/08/2021,2nd,837,0
female,Arab,80+,JanB,15/08/2021,12+,137,0
female,Arab,80+,FebA,15/08/2021,2nd,1408,0
female,Arab,80+,FebA,15/08/2021,12+,38,0
female,Arab,80+,FebB,15/08/2021,2nd,581,0
female,Arab,80+,FebB,15/08/2021,12+,10,0
female,ultra-Orthodox Jews,60-69,JanB,15/08/2021,2nd,1516,4.617414248
female,ultra-Orthodox Jews,60-69,JanB,15/08/2021,12+,813,0
female,ultra-Orthodox Jews,60-69,FebA,15/08/2021,2nd,1855,0.539083558
female,ultra-Orthodox Jews,60-69,FebA,15/08/2021,12+,183,0
female,ultra-Orthodox Jews,60-69,FebB,15/08/2021,2nd,738,5.420054201
female,ultra-Orthodox Jews,60-69,FebB,15/08/2021,12+,16,0
female,ultra-Orthodox Jews,70-79,JanB,15/08/2021,2nd,1021,1.958863859
female,ultra-Orthodox Jews,70-79,JanB,15/08/2021,12+,883,0
female,ultra-Orthodox Jews,70-79,FebA,15/08/2021,2nd,1237,1.616814875
female,ultra-Orthodox Jews,70-79,FebA,15/08/2021,12+,158,0
female,ultra-Orthodox Jews,70-79,FebB,15/08/2021,2nd,400,5
female,ultra-Orthodox Jews,70-79,FebB,15/08/2021,12+,10,0
female,ultra-Orthodox Jews,80+,JanB,15/08/2021,2nd,736,4.076086957
female,ultra-Orthodox Jews,80+,JanB,15/08/2021,12+,429,0
female,ultra-Orthodox Jews,80+,FebA,15/08/2021,2nd,797,0
female,ultra-Orthodox Jews,80+,FebA,15/08/2021,12+,103,0
female,ultra-Orthodox Jews,80+,FebB,15/08/2021,2nd,199,0
female,ultra-Orthodox Jews,80+,FebB,15/08/2021,12+,10,0
male,General Jewish,60-69,JanB,15/08/2021,2nd,24496,1.755388635
male,General Jewish,60-69,JanB,15/08/2021,12+,27702,0.21659086
male,General Jewish,60-69,FebA,15/08/2021,2nd,27728,1.586843624
male,General Jewish,60-69,FebA,15/08/2021,12+,4856,0.411861614
male,General Jewish,60-69,FebB,15/08/2021,2nd,8160,1.348039216
male,General Jewish,60-69,FebB,15/08/2021,12+,370,0
male,General Jewish,70-79,JanB,15/08/2021,2nd,14562,1.373437715
male,General Jewish,70-79,JanB,15/08/2021,12+,30024,0.16653344
male,General Jewish,70-79,FebA,15/08/2021,2nd,13739,1.237353519
male,General Jewish,70-79,FebA,15/08/2021,12+,4188,0.238777459
male,General Jewish,70-79,FebB,15/08/2021,2nd,3406,0.880798591
male,General Jewish,70-79,FebB,15/08/2021,12+,235,0
male,General Jewish,80+,JanB,15/08/2021,2nd,7831,1.276976121
male,General Jewish,80+,JanB,15/08/2021,12+,13124,0
male,General Jewish,80+,FebA,15/08/2021,2nd,8389,1.907259506
male,General Jewish,80+,FebA,15/08/2021,12+,2121,0.471475719
male,General Jewish,80+,FebB,15/08/2021,2nd,1917,1.043296818
male,General Jewish,80+,FebB,15/08/2021,12+,121,0
male,Arab,60-69,JanB,15/08/2021,2nd,3009,0.332336324
male,Arab,60-69,JanB,15/08/2021,12+,1224,0
male,Arab,60-69,FebA,15/08/2021,2nd,5953,0.671930119
male,Arab,60-69,FebA,15/08/2021,12+,474,0
male,Arab,60-69,FebB,15/08/2021,2nd,2767,0
male,Arab,60-69,FebB,15/08/2021,12+,66,0
male,Arab,70-79,JanB,15/08/2021,2nd,1242,0
male,Arab,70-79,JanB,15/08/2021,12+,790,0
male,Arab,70-79,FebA,15/08/2021,2nd,2655,0.376647834
male,Arab,70-79,FebA,15/08/2021,12+,258,0
male,Arab,70-79,FebB,15/08/2021,2nd,1034,0.967117988
male,Arab,70-79,FebB,15/08/2021,12+,38,0
male,Arab,80+,JanB,15/08/2021,2nd,539,1.85528757
male,Arab,80+,JanB,15/08/2021,12+,232,0
male,Arab,80+,FebA,15/08/2021,2nd,1074,0
male,Arab,80+,FebA,15/08/2021,12+,97,0
male,Arab,80+,FebB,15/08/2021,2nd,367,0
male,Arab,80+,FebB,15/08/2021,12+,10,0
male,ultra-Orthodox Jews,60-69,JanB,15/08/2021,2nd,1471,4.758667573
male,ultra-Orthodox Jews,60-69,JanB,15/08/2021,12+,946,0
male,ultra-Orthodox Jews,60-69,FebA,15/08/2021,2nd,1577,1.268230818
male,ultra-Orthodox Jews,60-69,FebA,15/08/2021,12+,216,0
male,ultra-Orthodox Jews,60-69,FebB,15/08/2021,2nd,601,1.663893511
male,ultra-Orthodox Jews,60-69,FebB,15/08/2021,12+,20,0
male,ultra-Orthodox Jews,70-79,JanB,15/08/2021,2nd,834,3.597122302
male,ultra-Orthodox Jews,70-79,JanB,15/08/2021,12+,965,0
male,ultra-Orthodox Jews,70-79,FebA,15/08/2021,2nd,859,3.492433062
male,ultra-Orthodox Jews,70-79,FebA,15/08/2021,12+,186,0
male,ultra-Orthodox Jews,70-79,FebB,15/08/2021,2nd,248,4.032258065
male,ultra-Orthodox Jews,70-79,FebB,15/08/2021,12+,13,0
male,ultra-Orthodox Jews,80+,JanB,15/08/2021,2nd,425,7.058823529
male,ultra-Orthodox Jews,80+,JanB,15/08/2021,12+,402,0
male,ultra-Orthodox Jews,80+,FebA,15/08/2021,2nd,474,0
male,ultra-Orthodox Jews,80+,FebA,15/08/2021,12+,83,0
male,ultra-Orthodox Jews,80+,FebB,15/08/2021,2nd,115,0
male,ultra-Orthodox Jews,80+,FebB,15/08/2021,12+,10,0
female,General Jewish,60-69,JanB,16/08/2021,2nd,27116,1.36450804
female,General Jewish,60-69,JanB,16/08/2021,12+,35050,0.199714693
female,General Jewish,60-69,FebA,16/08/2021,2nd,32674,1.101793475
female,General Jewish,60-69,FebA,16/08/2021,12+,7119,0
female,General Jewish,60-69,FebB,16/08/2021,2nd,10072,1.092136616
female,General Jewish,60-69,FebB,16/08/2021,12+,551,0
female,General Jewish,70-79,JanB,16/08/2021,2nd,15875,0.692913386
female,General Jewish,70-79,JanB,16/08/2021,12+,38673,0.103431335
female,General Jewish,70-79,FebA,16/08/2021,2nd,18283,1.367390472
female,General Jewish,70-79,FebA,16/08/2021,12+,7299,0
female,General Jewish,70-79,FebB,16/08/2021,2nd,5022,0.199123855
female,General Jewish,70-79,FebB,16/08/2021,12+,481,0
female,General Jewish,80+,JanB,16/08/2021,2nd,10887,0.734821347
female,General Jewish,80+,JanB,16/08/2021,12+,20893,0
female,General Jewish,80+,FebA,16/08/2021,2nd,12798,0.781372089
female,General Jewish,80+,FebA,16/08/2021,12+,4429,0
female,General Jewish,80+,FebB,16/08/2021,2nd,3281,0.304785126
female,General Jewish,80+,FebB,16/08/2021,12+,304,0
female,Arab,60-69,JanB,16/08/2021,2nd,2502,0.799360512
female,Arab,60-69,JanB,16/08/2021,12+,933,1.071811361
female,Arab,60-69,FebA,16/08/2021,2nd,6647,0.451331428
female,Arab,60-69,FebA,16/08/2021,12+,488,2.049180328
female,Arab,60-69,FebB,16/08/2021,2nd,3058,0
female,Arab,60-69,FebB,16/08/2021,12+,100,0
female,Arab,70-79,JanB,16/08/2021,2nd,1322,1.512859304
female,Arab,70-79,JanB,16/08/2021,12+,617,0
female,Arab,70-79,FebA,16/08/2021,2nd,3517,0.852999716
female,Arab,70-79,FebA,16/08/2021,12+,314,0
female,Arab,70-79,FebB,16/08/2021,2nd,1467,0
female,Arab,70-79,FebB,16/08/2021,12+,47,0
female,Arab,80+,JanB,16/08/2021,2nd,763,1.31061599
female,Arab,80+,JanB,16/08/2021,12+,227,0
female,Arab,80+,FebA,16/08/2021,2nd,1343,0.744601638
female,Arab,80+,FebA,16/08/2021,12+,82,0
female,Arab,80+,FebB,16/08/2021,2nd,558,0
female,Arab,80+,FebB,16/08/2021,12+,20,0
female,ultra-Orthodox Jews,60-69,JanB,16/08/2021,2nd,1329,2.257336343
female,ultra-Orthodox Jews,60-69,JanB,16/08/2021,12+,1191,0
female,ultra-Orthodox Jews,60-69,FebA,16/08/2021,2nd,1699,0
female,ultra-Orthodox Jews,60-69,FebA,16/08/2021,12+,304,0
female,ultra-Orthodox Jews,60-69,FebB,16/08/2021,2nd,703,1.422475107
female,ultra-Orthodox Jews,60-69,FebB,16/08/2021,12+,31,0
female,ultra-Orthodox Jews,70-79,JanB,16/08/2021,2nd,875,1.142857143
female,ultra-Orthodox Jews,70-79,JanB,16/08/2021,12+,1250,0
female,ultra-Orthodox Jews,70-79,FebA,16/08/2021,2nd,1113,0
female,ultra-Orthodox Jews,70-79,FebA,16/08/2021,12+,273,0
female,ultra-Orthodox Jews,70-79,FebB,16/08/2021,2nd,375,0
female,ultra-Orthodox Jews,70-79,FebB,16/08/2021,12+,19,0
female,ultra-Orthodox Jews,80+,JanB,16/08/2021,2nd,639,3.129890454
female,ultra-Orthodox Jews,80+,JanB,16/08/2021,12+,606,0
female,ultra-Orthodox Jews,80+,FebA,16/08/2021,2nd,705,0
female,ultra-Orthodox Jews,80+,FebA,16/08/2021,12+,158,0
female,ultra-Orthodox Jews,80+,FebB,16/08/2021,2nd,186,0
female,ultra-Orthodox Jews,80+,FebB,16/08/2021,12+,19,0
male,General Jewish,60-69,JanB,16/08/2021,2nd,21156,1.134429949
male,General Jewish,60-69,JanB,16/08/2021,12+,38708,0.103337811
male,General Jewish,60-69,FebA,16/08/2021,2nd,24909,1.124091694
male,General Jewish,60-69,FebA,16/08/2021,12+,7578,0.395882819
male,General Jewish,60-69,FebB,16/08/2021,2nd,7687,0.65044881
male,General Jewish,60-69,FebB,16/08/2021,12+,595,0
male,General Jewish,70-79,JanB,16/08/2021,2nd,12359,1.051865038
male,General Jewish,70-79,JanB,16/08/2021,12+,42082,0.118815646
male,General Jewish,70-79,FebA,16/08/2021,2nd,12043,2.075894711
male,General Jewish,70-79,FebA,16/08/2021,12+,6579,0.303997568
male,General Jewish,70-79,FebB,16/08/2021,2nd,3180,0.628930818
male,General Jewish,70-79,FebB,16/08/2021,12+,372,0
male,General Jewish,80+,JanB,16/08/2021,2nd,6684,1.04727708
male,General Jewish,80+,JanB,16/08/2021,12+,18505,0.162118346
male,General Jewish,80+,FebA,16/08/2021,2nd,7334,0.818107445
male,General Jewish,80+,FebA,16/08/2021,12+,3419,0.292483182
male,General Jewish,80+,FebB,16/08/2021,2nd,1771,0.564652739
male,General Jewish,80+,FebB,16/08/2021,12+,189,0
male,Arab,60-69,JanB,16/08/2021,2nd,2731,0.366166239
male,Arab,60-69,JanB,16/08/2021,12+,1809,0.552791598
male,Arab,60-69,FebA,16/08/2021,2nd,5658,0.176740898
male,Arab,60-69,FebA,16/08/2021,12+,817,0
male,Arab,60-69,FebB,16/08/2021,2nd,2675,0
male,Arab,60-69,FebB,16/08/2021,12+,136,0
male,Arab,70-79,JanB,16/08/2021,2nd,1117,0.895255148
male,Arab,70-79,JanB,16/08/2021,12+,1197,0
male,Arab,70-79,FebA,16/08/2021,2nd,2483,0
male,Arab,70-79,FebA,16/08/2021,12+,479,0
male,Arab,70-79,FebB,16/08/2021,2nd,1000,1
male,Arab,70-79,FebB,16/08/2021,12+,79,0
male,Arab,80+,JanB,16/08/2021,2nd,480,2.083333333
male,Arab,80+,JanB,16/08/2021,12+,381,0
male,Arab,80+,FebA,16/08/2021,2nd,1012,0
male,Arab,80+,FebA,16/08/2021,12+,169,0
male,Arab,80+,FebB,16/08/2021,2nd,354,0
male,Arab,80+,FebB,16/08/2021,12+,17,0
male,ultra-Orthodox Jews,60-69,JanB,16/08/2021,2nd,1296,2.314814815
male,ultra-Orthodox Jews,60-69,JanB,16/08/2021,12+,1303,0
male,ultra-Orthodox Jews,60-69,FebA,16/08/2021,2nd,1443,1.386001386
male,ultra-Orthodox Jews,60-69,FebA,16/08/2021,12+,325,0
male,ultra-Orthodox Jews,60-69,FebB,16/08/2021,2nd,561,0
male,ultra-Orthodox Jews,60-69,FebB,16/08/2021,12+,35,0
male,ultra-Orthodox Jews,70-79,JanB,16/08/2021,2nd,707,4.243281471
male,ultra-Orthodox Jews,70-79,JanB,16/08/2021,12+,1359,0
male,ultra-Orthodox Jews,70-79,FebA,16/08/2021,2nd,763,0
male,ultra-Orthodox Jews,70-79,FebA,16/08/2021,12+,281,0
male,ultra-Orthodox Jews,70-79,FebB,16/08/2021,2nd,227,0
male,ultra-Orthodox Jews,70-79,FebB,16/08/2021,12+,21,0
male,ultra-Orthodox Jews,80+,JanB,16/08/2021,2nd,358,2.793296089
male,ultra-Orthodox Jews,80+,JanB,16/08/2021,12+,580,0
male,ultra-Orthodox Jews,80+,FebA,16/08/2021,2nd,426,0
male,ultra-Orthodox Jews,80+,FebA,16/08/2021,12+,140,0
male,ultra-Orthodox Jews,80+,FebB,16/08/2021,2nd,108,0
male,ultra-Orthodox Jews,80+,FebB,16/08/2021,12+,14,0
female,General Jewish,60-69,JanB,17/08/2021,2nd,23790,1.261034048
female,General Jewish,60-69,JanB,17/08/2021,12+,47449,0.210752598
female,General Jewish,60-69,FebA,17/08/2021,2nd,29603,1.384994764
female,General Jewish,60-69,FebA,17/08/2021,12+,10513,0.095120327
female,General Jewish,60-69,FebB,17/08/2021,2nd,9515,1.050972149
female,General Jewish,60-69,FebB,17/08/2021,12+,837,0
female,General Jewish,70-79,JanB,17/08/2021,2nd,13631,1.027070648
female,General Jewish,70-79,JanB,17/08/2021,12+,51364,0.038937777
female,General Jewish,70-79,FebA,17/08/2021,2nd,16332,0.857212834
female,General Jewish,70-79,FebA,17/08/2021,12+,10556,0.094732853
female,General Jewish,70-79,FebB,17/08/2021,2nd,4668,0.428449015
female,General Jewish,70-79,FebB,17/08/2021,12+,715,0
female,General Jewish,80+,JanB,17/08/2021,2nd,9549,0.733061054
female,General Jewish,80+,JanB,17/08/2021,12+,27167,0.110428093
female,General Jewish,80+,FebA,17/08/2021,2nd,11415,1.138852387
female,General Jewish,80+,FebA,17/08/2021,12+,6549,0
female,General Jewish,80+,FebB,17/08/2021,2nd,3062,0.326583932
female,General Jewish,80+,FebB,17/08/2021,12+,454,0
female,Arab,60-69,JanB,17/08/2021,2nd,2287,0.437254045
female,Arab,60-69,JanB,17/08/2021,12+,1279,0
female,Arab,60-69,FebA,17/08/2021,2nd,6276,0.318674315
female,Arab,60-69,FebA,17/08/2021,12+,763,0
female,Arab,60-69,FebB,17/08/2021,2nd,2955,0.676818951
female,Arab,60-69,FebB,17/08/2021,12+,147,0
female,Arab,70-79,JanB,17/08/2021,2nd,1195,0.836820084
female,Arab,70-79,JanB,17/08/2021,12+,834,1.199040767
female,Arab,70-79,FebA,17/08/2021,2nd,3294,0
female,Arab,70-79,FebA,17/08/2021,12+,501,0
female,Arab,70-79,FebB,17/08/2021,2nd,1417,0
female,Arab,70-79,FebB,17/08/2021,12+,84,0
female,Arab,80+,JanB,17/08/2021,2nd,702,0
female,Arab,80+,JanB,17/08/2021,12+,337,0
female,Arab,80+,FebA,17/08/2021,2nd,1260,0
female,Arab,80+,FebA,17/08/2021,12+,189,0
female,Arab,80+,FebB,17/08/2021,2nd,535,0
female,Arab,80+,FebB,17/08/2021,12+,30,0
female,ultra-Orthodox Jews,60-69,JanB,17/08/2021,2nd,1173,2.557544757
female,ultra-Orthodox Jews,60-69,JanB,17/08/2021,12+,1635,0
female,ultra-Orthodox Jews,60-69,FebA,17/08/2021,2nd,1543,0.64808814
female,ultra-Orthodox Jews,60-69,FebA,17/08/2021,12+,475,0
female,ultra-Orthodox Jews,60-69,FebB,17/08/2021,2nd,670,2.985074627
female,ultra-Orthodox Jews,60-69,FebB,17/08/2021,12+,45,0
female,ultra-Orthodox Jews,70-79,JanB,17/08/2021,2nd,756,2.645502646
female,ultra-Orthodox Jews,70-79,JanB,17/08/2021,12+,1656,0
female,ultra-Orthodox Jews,70-79,FebA,17/08/2021,2nd,1002,0.998003992
female,ultra-Orthodox Jews,70-79,FebA,17/08/2021,12+,428,0
female,ultra-Orthodox Jews,70-79,FebB,17/08/2021,2nd,347,0
female,ultra-Orthodox Jews,70-79,FebB,17/08/2021,12+,38,0
female,ultra-Orthodox Jews,80+,JanB,17/08/2021,2nd,553,7.233273056
female,ultra-Orthodox Jews,80+,JanB,17/08/2021,12+,849,0
female,ultra-Orthodox Jews,80+,FebA,17/08/2021,2nd,638,0
female,ultra-Orthodox Jews,80+,FebA,17/08/2021,12+,243,0
female,ultra-Orthodox Jews,80+,FebB,17/08/2021,2nd,178,5.617977528
female,ultra-Orthodox Jews,80+,FebB,17/08/2021,12+,26,0
male,General Jewish,60-69,JanB,17/08/2021,2nd,18333,1.363661157
male,General Jewish,60-69,JanB,17/08/2021,12+,50580,0.276789245
male,General Jewish,60-69,FebA,17/08/2021,2nd,22304,1.210545194
male,General Jewish,60-69,FebA,17/08/2021,12+,10853,0.092140422
male,General Jewish,60-69,FebB,17/08/2021,2nd,7251,1.241208109
male,General Jewish,60-69,FebB,17/08/2021,12+,874,1.14416476
male,General Jewish,70-79,JanB,17/08/2021,2nd,10548,1.327265832
male,General Jewish,70-79,JanB,17/08/2021,12+,54703,0.127963731
male,General Jewish,70-79,FebA,17/08/2021,2nd,10651,0.938878978
male,General Jewish,70-79,FebA,17/08/2021,12+,9316,0.214684414
male,General Jewish,70-79,FebB,17/08/2021,2nd,2956,1.01488498
male,General Jewish,70-79,FebB,17/08/2021,12+,574,0
male,General Jewish,80+,JanB,17/08/2021,2nd,5751,1.043296818
male,General Jewish,80+,JanB,17/08/2021,12+,23911,0.209108778
male,General Jewish,80+,FebA,17/08/2021,2nd,6567,1.370488808
male,General Jewish,80+,FebA,17/08/2021,12+,4934,0.405350628
male,General Jewish,80+,FebB,17/08/2021,2nd,1658,1.206272618
male,General Jewish,80+,FebB,17/08/2021,12+,279,0
male,Arab,60-69,JanB,17/08/2021,2nd,2466,0.405515004
male,Arab,60-69,JanB,17/08/2021,12+,2419,0
male,Arab,60-69,FebA,17/08/2021,2nd,5292,0
male,Arab,60-69,FebA,17/08/2021,12+,1180,0
male,Arab,60-69,FebB,17/08/2021,2nd,2563,0
male,Arab,60-69,FebB,17/08/2021,12+,223,0
male,Arab,70-79,JanB,17/08/2021,2nd,992,0
male,Arab,70-79,JanB,17/08/2021,12+,1557,0
male,Arab,70-79,FebA,17/08/2021,2nd,2284,0
male,Arab,70-79,FebA,17/08/2021,12+,734,0
male,Arab,70-79,FebB,17/08/2021,2nd,946,0
male,Arab,70-79,FebB,17/08/2021,12+,118,0
male,Arab,80+,JanB,17/08/2021,2nd,407,0
male,Arab,80+,JanB,17/08/2021,12+,502,0
male,Arab,80+,FebA,17/08/2021,2nd,929,0
male,Arab,80+,FebA,17/08/2021,12+,277,0
male,Arab,80+,FebB,17/08/2021,2nd,334,0
male,Arab,80+,FebB,17/08/2021,12+,30,0
male,ultra-Orthodox Jews,60-69,JanB,17/08/2021,2nd,1143,2.624671916
male,ultra-Orthodox Jews,60-69,JanB,17/08/2021,12+,1758,0
male,ultra-Orthodox Jews,60-69,FebA,17/08/2021,2nd,1297,0.771010023
male,ultra-Orthodox Jews,60-69,FebA,17/08/2021,12+,521,0
male,ultra-Orthodox Jews,60-69,FebB,17/08/2021,2nd,527,1.897533207
male,ultra-Orthodox Jews,60-69,FebB,17/08/2021,12+,57,0
male,ultra-Orthodox Jews,70-79,JanB,17/08/2021,2nd,610,3.278688525
male,ultra-Orthodox Jews,70-79,JanB,17/08/2021,12+,1765,0
male,ultra-Orthodox Jews,70-79,FebA,17/08/2021,2nd,688,0
male,ultra-Orthodox Jews,70-79,FebA,17/08/2021,12+,420,0
male,ultra-Orthodox Jews,70-79,FebB,17/08/2021,2nd,204,0
male,ultra-Orthodox Jews,70-79,FebB,17/08/2021,12+,30,0
male,ultra-Orthodox Jews,80+,JanB,17/08/2021,2nd,307,6.51465798
male,ultra-Orthodox Jews,80+,JanB,17/08/2021,12+,778,0
male,ultra-Orthodox Jews,80+,FebA,17/08/2021,2nd,374,0
male,ultra-Orthodox Jews,80+,FebA,17/08/2021,12+,199,0
male,ultra-Orthodox Jews,80+,FebB,17/08/2021,2nd,96,0
male,ultra-Orthodox Jews,80+,FebB,17/08/2021,12+,16,0
female,General Jewish,60-69,JanB,18/08/2021,2nd,21141,1.277139208
female,General Jewish,60-69,JanB,18/08/2021,12+,53740,0.037216226
female,General Jewish,60-69,FebA,18/08/2021,2nd,27040,1.146449704
female,General Jewish,60-69,FebA,18/08/2021,12+,12359,0.242738086
female,General Jewish,60-69,FebB,18/08/2021,2nd,9013,1.553311883
female,General Jewish,60-69,FebB,18/08/2021,12+,998,0
female,General Jewish,70-79,JanB,18/08/2021,2nd,11869,0.926784059
female,General Jewish,70-79,JanB,18/08/2021,12+,57286,0.069825088
female,General Jewish,70-79,FebA,18/08/2021,2nd,14632,1.435210498
female,General Jewish,70-79,FebA,18/08/2021,12+,12288,0
female,General Jewish,70-79,FebB,18/08/2021,2nd,4370,0.228832952
female,General Jewish,70-79,FebB,18/08/2021,12+,851,0
female,General Jewish,80+,JanB,18/08/2021,2nd,8350,1.317365269
female,General Jewish,80+,JanB,18/08/2021,12+,30163,0.132612804
female,General Jewish,80+,FebA,18/08/2021,2nd,10324,1.065478497
female,General Jewish,80+,FebA,18/08/2021,12+,7658,0
female,General Jewish,80+,FebB,18/08/2021,2nd,2874,0.695894224
female,General Jewish,80+,FebB,18/08/2021,12+,519,0
female,Arab,60-69,JanB,18/08/2021,2nd,2125,0
female,Arab,60-69,JanB,18/08/2021,12+,1509,0
female,Arab,60-69,FebA,18/08/2021,2nd,5943,0.336530372
female,Arab,60-69,FebA,18/08/2021,12+,896,0
female,Arab,60-69,FebB,18/08/2021,2nd,2840,1.056338028
female,Arab,60-69,FebB,18/08/2021,12+,186,0
female,Arab,70-79,JanB,18/08/2021,2nd,1088,0
female,Arab,70-79,JanB,18/08/2021,12+,976,0
female,Arab,70-79,FebA,18/08/2021,2nd,3111,0.964320154
female,Arab,70-79,FebA,18/08/2021,12+,581,0
female,Arab,70-79,FebB,18/08/2021,2nd,1354,0
female,Arab,70-79,FebB,18/08/2021,12+,101,9.900990099
female,Arab,80+,JanB,18/08/2021,2nd,641,1.560062402
female,Arab,80+,JanB,18/08/2021,12+,386,0
female,Arab,80+,FebA,18/08/2021,2nd,1187,0
